item key,name,description,price,bottle image url,label type,closure type,country,region,origin,wine type,varietal,vintage,point score,story,user rating,sale price,original url,tasting notes,winc product id,winc product code,wine product id
wine520328,2018 Shannon Ridge High Elevation Sauvignon Blanc,"Shannon Ridge is dedicated to crafting luscious, fruit-driven wines that express the distinct characteristics of fruit grown in the high valley region of Lake County, California. Family-owned and operated, Shannon Ridge was founded in 2001. The winery's vineyards hug the mountain rims along the south-east edge of High Valley AVA. Surrounded by dramatic landscapes and pristine wilderness, the story of High Valley is clearly visible from our property. At 2,200 feet, on top of the Terre Vermeille vineyard look to your south, you'll see the deep blue waters of Clear Lake, that provide cooling winds throughout our long summer days. Turn to the west, and you can distinguish where the lava flows give way to the alluvial fan of the ancient lake bed on the valley floor. And from the north, and you can feel the cold night winds from Snow Mountain and the peaks of the Mendocino National Forest.",13.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/bk9ob5n0k50cdfj39xv9.jpg",TR,,,Lake County,Sauvignon Blanc,W,Sauvignon Blanc,,,"Shannon Ridge is dedicated to crafting luscious, fruit-driven wines that express the distinct characteristics of fruit grown in the high valley region of Lake County, California. Family-owned and operated, Shannon Ridge was founded in 2001. The winery's vineyards hug the mountain rims along the south-east edge of High Valley AVA. Surrounded by dramatic landscapes and pristine wilderness, the story of High Valley is clearly visible from our property. At 2,200 feet, on top of the Terre Vermeille vineyard look to your south, you'll see the deep blue waters of Clear Lake, that provide cooling winds throughout our long summer days. Turn to the west, and you can distinguish where the lava flows give way to the alluvial fan of the ancient lake bed on the valley floor. And from the north, and you can feel the cold night winds from Snow Mountain and the peaks of the Mendocino National Forest.",,,,,,,520328
wine558064,2017 Orin Swift Cellars Papillon,"A rich, fruity red with jam, light prune and berry character. Full body, round tannins and juicy finish. Big wine. Drink now.",69.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/ihpaglx8atbzzr4117uc.jpg",WH,,,Napa Valley,Bordeaux Red Blends,R,Bordeaux Red Blends,,,"A rich, fruity red with jam, light prune and berry character. Full body, round tannins and juicy finish. Big wine. Drink now.",,,,,,,558064
wine533655,2017 Beringer Knights Valley Cabernet Sauvignon,"No winery or vineyard more thoroughly embodies the timeless appeal and seductive flavor of Napa Valley than Beringer Vineyards, Napa's benchmark producer since the establishment of the vineyard in 1876.",27.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/hacenpwosedvjgoeuk99.jpg",MO,,,Knights Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"No winery or vineyard more thoroughly embodies the timeless appeal and seductive flavor of Napa Valley than Beringer Vineyards, Napa's benchmark producer since the establishment of the vineyard in 1876.",,,,,,,533655
wine529067,2017 Roots Run Deep Educated Guess Napa Cabernet Sauvignon,"Blend: 86% Cabernet Sauvignon, 7% Petit Verdot, 5% Merlot, 2% Cabernet Franc",22.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/nzjjh2djfxwvpda7owj2.jpg",WH,,,Napa Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"Blend: 86% Cabernet Sauvignon, 7% Petit Verdot, 5% Merlot, 2% Cabernet Franc",,,,,,,529067
wine550799,2018 Raymond R Collection Cabernet Sauvignon,"Raymond Vineyards, founded in 1970, is one of the Napa Valley’s pioneers and great estates. Arriving to Napa in 1933, the Raymond family became deeply connected to the valley’s winemaking origins. In 1970, they established a 90-acre estate in Rutherford that now comprises 300 acres in Rutherford, St. Helena and Jameson Canyon. Five generations of the Raymond family created a Napa icon, with an enduring reputation for elegant wines with a beautiful balance of finesse, power and complexity. Today, inspired by the vision of Proprietor Jean-Charles Boisset, Raymond is a dynamic destination dedicated to inspiring its guests’ passion for fine wine in an environment of exploration, creativity, and elegant whimsicality, where each in a series of diverse experiences progresses visitors into another world of discovery and exceptional wines. Further, Raymond’s Rutherford and St. Helena estate vineyards are certified organic and Biodynamic, and 100% of the winery’s power comes from renewable solar energy.",11.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/ztmeapvzb0ygb6y7zqno.jpg",MO,,,California,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"Raymond Vineyards, founded in 1970, is one of the Napa Valley’s pioneers and great estates. Arriving to Napa in 1933, the Raymond family became deeply connected to the valley’s winemaking origins. In 1970, they established a 90-acre estate in Rutherford that now comprises 300 acres in Rutherford, St. Helena and Jameson Canyon. Five generations of the Raymond family created a Napa icon, with an enduring reputation for elegant wines with a beautiful balance of finesse, power and complexity. Today, inspired by the vision of Proprietor Jean-Charles Boisset, Raymond is a dynamic destination dedicated to inspiring its guests’ passion for fine wine in an environment of exploration, creativity, and elegant whimsicality, where each in a series of diverse experiences progresses visitors into another world of discovery and exceptional wines. Further, Raymond’s Rutherford and St. Helena estate vineyards are certified organic and Biodynamic, and 100% of the winery’s power comes from renewable solar energy.",,,,,,,550799
wine545251,2018 Kendall-Jackson Grand Reserve Chardonnay,"Lush tropical fruit intertwines with nice minerality from the calciferous soils in the Santa Maria and Los Alamos Valleys. There is a touch of floral notes from the small amounts of Dijon and Rued clones, and a hint of vanilla and spice to round out the rich, long finish.",17.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/d1pyuzrupojo0xnvhtv8.jpg",MO,,,Santa Barbara,Chardonnay,W,Chardonnay,,,"Lush tropical fruit intertwines with nice minerality from the calciferous soils in the Santa Maria and Los Alamos Valleys. There is a touch of floral notes from the small amounts of Dijon and Rued clones, and a hint of vanilla and spice to round out the rich, long finish.",,,,,,,545251
wine604798,2018 Acrobat Pinot Gris,"Pale straw in color, the 2018 Acrobat Pinot Gris shines through with bright, crsip flavors. Rose petal elements on the nose highlight aromas of Asian pear and ripe cantaloupe. Following the nose are flavors of fresh pear and Fuji apple. These mingle on the mid-palate, rounding out a medium bodied mouthfeel with a refreshing, bright finish.",14.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/zlydkmhndm5d6cgiougg.jpg",MI,SC,,Oregon,Pinot Gris/Grigio,W,Pinot Grigio,,,"Pale straw in color, the 2018 Acrobat Pinot Gris shines through with bright, crsip flavors. Rose petal elements on the nose highlight aromas of Asian pear and ripe cantaloupe. Following the nose are flavors of fresh pear and Fuji apple. These mingle on the mid-palate, rounding out a medium bodied mouthfeel with a refreshing, bright finish.",,,,,,,604798
wine541017,2019 Sea Pearl Sauvignon Blanc,"Pale straw with green hues. A lifted nose showing refreshing herbal notes, snow pea, melon, and fresh guava. Light-bodied and refreshing with typical Marlborough flavors of passion fruit, gooseberry, and grapefruit. A pleasing herbaceous thread leads to a long, lingering finish.",13.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/bsvrnpjpp1uctlljopqa.jpg",WH,,,Marlborough,Sauvignon Blanc,W,Sauvignon Blanc,,,"Pale straw with green hues. A lifted nose showing refreshing herbal notes, snow pea, melon, and fresh guava. Light-bodied and refreshing with typical Marlborough flavors of passion fruit, gooseberry, and grapefruit. A pleasing herbaceous thread leads to a long, lingering finish.",,,,,,,541017
wine539612,2017 Ancient Peaks Paso Robles Cabernet Sauvignon,"Enjoy the 2017 Cabernet Sauvignon with richly textured dishes, such as veal roast with mushrooms, rack of lamb with rosemary butter, and filet mignon with black olive sauce.",18.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/kmvvcr5qhlddtfuahbx1.jpg",MO,,,Santa Margarita Ranch,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"Enjoy the 2017 Cabernet Sauvignon with richly textured dishes, such as veal roast with mushrooms, rack of lamb with rosemary butter, and filet mignon with black olive sauce.",,,,,,,539612
wine515909,2016 Lapostolle Cuvee Alexandre Carmenere,"Intense and deep red in color, this wine offers expressive and intense aromas of cassis and black currant. On the palate, it is elegant with round and persistent tannins, with fresh cherry and a light toast flavor.",23.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/mmhvlgypua4ylwttykqt.jpg",TR,,,Colchagua Valley,Carmenere,R,Carmenere,,,"Intense and deep red in color, this wine offers expressive and intense aromas of cassis and black currant. On the palate, it is elegant with round and persistent tannins, with fresh cherry and a light toast flavor.",,,,,,,515909
wine566884,2018 Chalk Hill Sonoma Coast Chardonnay,"Subtle gold tones shine through in this 2018 Sonoma Coast Chardonnay. Hints of baking spices and warm apple pie meld together to meet the nose. The fruit manifests rich textural body with extended notes of toasted hazelnut, vanilla custard and crème brulee that rein in the perfect balance of acidity and minerality.",18.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/movdxhatq2aq3xdmc7oo.jpg",TR,,,Sonoma Coast,Chardonnay,W,Chardonnay,,,"Subtle gold tones shine through in this 2018 Sonoma Coast Chardonnay. Hints of baking spices and warm apple pie meld together to meet the nose. The fruit manifests rich textural body with extended notes of toasted hazelnut, vanilla custard and crème brulee that rein in the perfect balance of acidity and minerality.",,,,,,,566884
wine518315,2018 Vavasour Sauvignon Blanc,"This 2018 Sauvignon Blanc offers a mouthwatering blend of aromas - passionfruit, guava, elderflower, black currant and citrus. The flavour profile brings a concentrated mix of white peach and tropical fruit, with a crisp acid backbone and mineral finish.",15.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/roxmtmcfn4xakj9uorlv.jpg",TR,,,Marlborough,Sauvignon Blanc,W,Sauvignon Blanc,,,"This 2018 Sauvignon Blanc offers a mouthwatering blend of aromas - passionfruit, guava, elderflower, black currant and citrus. The flavour profile brings a concentrated mix of white peach and tropical fruit, with a crisp acid backbone and mineral finish.",,,,,,,518315
wine525182,2016 Rodney Strong Russian River Pinot Noir,"Enjoy this Pinot Noir now with charcuterie, wild mushroom risotto and grilled pork tenderloin.",19.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/dbfcjelb2kgabvjiuauv.jpg",TR,,,Russian River,Pinot Noir,R,Pinot Noir,,,"Enjoy this Pinot Noir now with charcuterie, wild mushroom risotto and grilled pork tenderloin.",,,,,,,525182
wine531031,2018 Duckhorn Sauvignon Blanc,"Blend: 85% Sauvignon Blanc, 15% Sémillon",26.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/ijfkbfgswxjdndmubejb.jpg",TR,,,Napa Valley,Sauvignon Blanc,W,Sauvignon Blanc,,,"Blend: 85% Sauvignon Blanc, 15% Sémillon",,,,,,,531031
wine520331,2017 Duckhorn Napa Valley Chardonnay,"The fantastic 2017 growing season yielded an intense and complex expression of Napa Valley Chardonnay, with alluring aromas of nectarine, yellow plum, pineapple upsidedown cake, and sweet spices. On the palate, zesty acidity and an underlying silkiness add depth and nuance, with French oak-inspired hints of vanilla, sweet dough and clove framing the generous fruit.",29.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/zluifxtasx00x8vdhw1c.jpg",MO,,,Napa Valley,Chardonnay,W,Chardonnay,,,"The fantastic 2017 growing season yielded an intense and complex expression of Napa Valley Chardonnay, with alluring aromas of nectarine, yellow plum, pineapple upsidedown cake, and sweet spices. On the palate, zesty acidity and an underlying silkiness add depth and nuance, with French oak-inspired hints of vanilla, sweet dough and clove framing the generous fruit.",,,,,,,520331
wine526939,2016 Tenuta Guado al Tasso,"The 2016 Bolgheri Superiore Guado al Tasso is dark, powerful and explosive, with a huge backbone of tannin that gives the wine its vertical feel and soaring intensity. Blackberry, graphite, chocolate, spice, menthol, licorice, cedar and lavender add to the wine's brooding, intense feel. A vibrant, substantial finish rounds things out in style. Readers will have to be patient, as the 2016 is an infant, but it is utterly breathtaking, even in the early going.",109.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/kal352ovlqgdbmubbriq.jpg",TR,,,Bolgheri,Bordeaux Red Blends,R,Bordeaux Red Blends,,,"The 2016 Bolgheri Superiore Guado al Tasso is dark, powerful and explosive, with a huge backbone of tannin that gives the wine its vertical feel and soaring intensity. Blackberry, graphite, chocolate, spice, menthol, licorice, cedar and lavender add to the wine's brooding, intense feel. A vibrant, substantial finish rounds things out in style. Readers will have to be patient, as the 2016 is an infant, but it is utterly breathtaking, even in the early going.",,,,,,,526939
wine540371,2017 Raymond Reserve Selection Cabernet Sauvignon,"A dark purple in the glass, this Cabernet Sauvignon opens with a beautiful nose of blue and black fruits. Expressive flavors of raspberry and blackberries are met with blackcurrant and warm plum. The wine has a lovely freshness and vibrancy with a medium-bodied midpalate. Textured with plush tannins, the finish is smooth and velvety.",39.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/l7sofgpmipmmxxzupsrb.jpg",MO,,,Napa Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"A dark purple in the glass, this Cabernet Sauvignon opens with a beautiful nose of blue and black fruits. Expressive flavors of raspberry and blackberries are met with blackcurrant and warm plum. The wine has a lovely freshness and vibrancy with a medium-bodied midpalate. Textured with plush tannins, the finish is smooth and velvety.",,,,,,,540371
wine560517,2018 Caymus Napa Valley Cabernet Sauvignon,"Caymus has a signature style that is dark in color, with rich fruit and ripe, velvety tannins – as approachable in youth as in maturity. We farm Cabernet grapes in eight of Napa’s 16 sub-appellations, with diversification enabling us to make the best possible wine in a given year. Our Cabernet offers layered, lush aromas and flavors, including cocoa, cassis, and ripe dark berries.",89.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/lhmdgmy7kjxooirdjrum.jpg",TR,,,Napa Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"Caymus has a signature style that is dark in color, with rich fruit and ripe, velvety tannins – as approachable in youth as in maturity. We farm Cabernet grapes in eight of Napa’s 16 sub-appellations, with diversification enabling us to make the best possible wine in a given year. Our Cabernet offers layered, lush aromas and flavors, including cocoa, cassis, and ripe dark berries.",,,,,,,560517
wine533981,2016 Domaine Drouhin Oregon Pinot Noir,"The 2016 vintage defies Veronique Drouhin’s customary restraint: It’s heady with aromas of cherry and strawberry, the forward fruit feeling almost pulpy on the palate. Yet notes of tanbark and firm, spicy tannins rein it in so that the wine maintains a kind of opulent grace, rich and sleek at once.",39.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/cvpeqvhykpe1osdekknf.jpg",TR,,,Dundee Hills,Pinot Noir,R,Pinot Noir,,,"The 2016 vintage defies Veronique Drouhin’s customary restraint: It’s heady with aromas of cherry and strawberry, the forward fruit feeling almost pulpy on the palate. Yet notes of tanbark and firm, spicy tannins rein it in so that the wine maintains a kind of opulent grace, rich and sleek at once.",,,,,,,533981
wine517457,2016 Goldeneye Anderson Valley Pinot Noir,"This wine is full bodied, dark and brooding— in a good way. It has concentrated flavors of black fruit and ripe red berry as well as attractive oak accents of cinnamon and clove. Fine-grained tannins lend ample support and structure.",48.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/mebxhocrdgpgicfwbrzl.jpg",TR,,,Anderson Valley,Pinot Noir,R,Pinot Noir,,,"This wine is full bodied, dark and brooding— in a good way. It has concentrated flavors of black fruit and ripe red berry as well as attractive oak accents of cinnamon and clove. Fine-grained tannins lend ample support and structure.",,,,,,,517457
wine600970,2018 Meiomi Pinot Noir,"The name Meiomi (pronounced may-OH-mee) means ""coast"" in the language of the native, coastal dwelling Wappo and Yuki tribes, and best pays tribute to and symbolizes the origin of this Pinot Noir. Meiomi is a high style Pinot Noir that is shaped, more than anything else, by the fruit sources that lay the foundation of the blend. A pure bred enjoyment wine, built to accommodate any pairing from food to friends. Unifying California’s most noteworthy coastal areas opens the door for a dynamic and opulent wine that is ready to enjoy whenever you are.",21.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/y7ujihjh9wgmkovspcff.jpg",TR,,,California,Pinot Noir,R,Pinot Noir,,,"The name Meiomi (pronounced may-OH-mee) means ""coast"" in the language of the native, coastal dwelling Wappo and Yuki tribes, and best pays tribute to and symbolizes the origin of this Pinot Noir. Meiomi is a high style Pinot Noir that is shaped, more than anything else, by the fruit sources that lay the foundation of the blend. A pure bred enjoyment wine, built to accommodate any pairing from food to friends. Unifying California’s most noteworthy coastal areas opens the door for a dynamic and opulent wine that is ready to enjoy whenever you are.",,,,,,,600970
wine528871,2016 Grgich Hills Estate Chardonnay,"After opening to touches of oak and reduction, this white evolves into a lovely swan, beautifully structured and deep in texture and flavor. Pear, apple and pineapple wrap around toast and dried herb, finishing strong and supple. This will do well with further aging; enjoy 2021–2026.",39.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/nvfam6iki2hndzutgnib.jpg",TR,,,Napa Valley,Chardonnay,W,Chardonnay,,,"After opening to touches of oak and reduction, this white evolves into a lovely swan, beautifully structured and deep in texture and flavor. Pear, apple and pineapple wrap around toast and dried herb, finishing strong and supple. This will do well with further aging; enjoy 2021–2026.",,,,,,,528871
wine531884,2016 Tenuta di Nozzole Chianti Classico Riserva,"Cherry and violet aromas, persistent and rounded flavors of spices and mushroom. Great structure with elegant finesse.",19.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/n1mhmt82ufjwfquiwqa2.jpg",TR,,,Chianti Classico,Sangiovese,R,Sangiovese,,,"Cherry and violet aromas, persistent and rounded flavors of spices and mushroom. Great structure with elegant finesse.",,,,,,,531884
wine585081,2018 Schug Sonoma Coast Pinot Noir,"Founded in 1980, Schug Carneros Estate Winery is the showcase and life-long dream of one of California's most celebrated winemakers. Walter Schug's reputation blossomed during his tenure as Founding Winemaker for Joseph Phelps Vineyards in the 1970s, where he made California’s first proprietary Bordeaux-Style blend (Insignia) and legendary vineyard designated Cabernets (Backus and Eisele Vineyards).",19.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/qmctykoa8oaoe5swfjqj.jpg",TR,,,Sonoma Coast,Pinot Noir,R,Pinot Noir,,,"Founded in 1980, Schug Carneros Estate Winery is the showcase and life-long dream of one of California's most celebrated winemakers. Walter Schug's reputation blossomed during his tenure as Founding Winemaker for Joseph Phelps Vineyards in the 1970s, where he made California’s first proprietary Bordeaux-Style blend (Insignia) and legendary vineyard designated Cabernets (Backus and Eisele Vineyards).",,,,,,,585081
wine532576,2015 Silver Oak Alexander Valley Cabernet Sauvignon,"95.3% Cabernet Sauvignon, 3.7% Merlot, 0.4% Petit Verdot, 0.3% Malbec and 0.3% Cabernet Franc",79.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/chbuzpshf6klpf7fkj6x.jpg",TR,,,Alexander Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"95.3% Cabernet Sauvignon, 3.7% Merlot, 0.4% Petit Verdot, 0.3% Malbec and 0.3% Cabernet Franc",,,,,,,532576
wine539281,2017 Stag's Leap Wine Cellars Artemis Cabernet Sauvignon,"Plum, mocha and turned earth highlight the palate of this robust, full-bodied and powerfully broad red wine, tense in firm tannin and a cradling of toasted oak. The acidity helps to balance its heft, leaving a note of lasting freshness on the spicy finish.",69.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/tkakuiaydgpgzxebmbmq.jpg",TR,,,Napa Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"Plum, mocha and turned earth highlight the palate of this robust, full-bodied and powerfully broad red wine, tense in firm tannin and a cradling of toasted oak. The acidity helps to balance its heft, leaving a note of lasting freshness on the spicy finish.",,,,,,,539281
wine539013,2017 Decoy Sonoma Cabernet Sauvignon,"Blend: 85% Cabernet Sauvignon, 10% Merlot, 3% Zinfandel, 1% Petit Verdot, 1% Petite Sirah",19.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/ioix8kczaonvnuc1kabw.jpg",MO,,,Sonoma County,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"Blend: 85% Cabernet Sauvignon, 10% Merlot, 3% Zinfandel, 1% Petit Verdot, 1% Petite Sirah",,,,,,,539013
wine560239,2018 La Crema Sonoma Coast Chardonnay,"A lithe resinous aspect accents the Gala apple and lemon curd flavors, tied together by fresh acidity. The crisp, spicy finish features creamy details, with hints of anise. Drink now through 2024.",18.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/liystojv0t7vfjjtsjs0.jpg",MO,,,Sonoma Coast,Chardonnay,W,Chardonnay,,,"A lithe resinous aspect accents the Gala apple and lemon curd flavors, tied together by fresh acidity. The crisp, spicy finish features creamy details, with hints of anise. Drink now through 2024.",,,,,,,560239
wine578229,2015 Silver Oak Napa Valley Cabernet Sauvignon,"The 2015 Napa Valley Cabernet Sauvignon has a deep, rich red color with a purple rim. A robust wine with an assertive and alluring attack, it has notes of strawberry, cigar and tea leaves with a touch of black pepper and clove. A mouthwatering mid-palate of raspberry is followed by an expressive and bright finish. With lush and silky tannins, this ageworthy wine will show beautifully through 2038 given proper cellaring conditions.",124.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/bvvjc1blvhs3e5x6w9q2.jpg",TR,,,Napa Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"The 2015 Napa Valley Cabernet Sauvignon has a deep, rich red color with a purple rim. A robust wine with an assertive and alluring attack, it has notes of strawberry, cigar and tea leaves with a touch of black pepper and clove. A mouthwatering mid-palate of raspberry is followed by an expressive and bright finish. With lush and silky tannins, this ageworthy wine will show beautifully through 2038 given proper cellaring conditions.",,,,,,,578229
wine534869,2016 Roserock by Drouhin Oregon Eola-Amity Hills Pinot Noir,"Impeccably structured and polished, with expressive black cherry and blueberry flavors, accented by black tea and stony mineral notes that build tension and presence toward refined tannins. Drink now through 2026.",34.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/u3j8vx6dvh5mutyt61zg.jpg",TR,,,Eola-Amity Hills,Pinot Noir,R,Pinot Noir,,,"Impeccably structured and polished, with expressive black cherry and blueberry flavors, accented by black tea and stony mineral notes that build tension and presence toward refined tannins. Drink now through 2026.",,,,,,,534869
wine521302,2017 Kendall-Jackson Vintner's Reserve Chardonnay,"America's #1 selling Chardonnay for 25 years and counting! It's no wonder Vintner's Reserve Chardonnay is our most popular release. Handcrafted in small vineyard lots throughout the entire winemaking process, our grapes are from California’s cool, coastal growing regions. Vintner's Reserve Chardonnay is fruit-forward, divinely complex, approachable and exceptionally food-friendly.",14.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/vqlq4vyiq0vojyvtnxcl.jpg",TR,,,California,Chardonnay,W,Chardonnay,,,"America's #1 selling Chardonnay for 25 years and counting! It's no wonder Vintner's Reserve Chardonnay is our most popular release. Handcrafted in small vineyard lots throughout the entire winemaking process, our grapes are from California’s cool, coastal growing regions. Vintner's Reserve Chardonnay is fruit-forward, divinely complex, approachable and exceptionally food-friendly.",,,,,,,521302
wine556950,2017 Joel Gott Blend No. 815 Cabernet Sauvignon,"Joel Gott, the founder of Joel Gott Wines, is a fourth-generation California vintner, a lover of great food, an entrepreneur and an athlete. Born into a family of California vintners - his grandfather ran Inglenook Winery in the 60’s, and his father founded Montevina Winery in the 70’s - Joel grew up in the vineyards, and learned to drive a tractor before he could legally drive a car.",16.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/my5mcsurbgxj5zww4gvs.jpg",TR,,,California,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"Joel Gott, the founder of Joel Gott Wines, is a fourth-generation California vintner, a lover of great food, an entrepreneur and an athlete. Born into a family of California vintners - his grandfather ran Inglenook Winery in the 60’s, and his father founded Montevina Winery in the 70’s - Joel grew up in the vineyards, and learned to drive a tractor before he could legally drive a car.",,,,,,,556950
wine524239,2016 Antinori Tignanello,"The 2016 Tignanello is an intense ruby red in color. On the nose, notes of ripered fruit harmoniously blend together with blackberries and wild berries; delicate and perfectly balanced with hints of vanilla, chocolate and spices. The palate is rich and vibrant with soft, elegant tannins that give the wine great complexity, finesse and balance, and a long and persistent finish.",134.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/asfr1cbi43xlwxr8ccaz.jpg",TR,,,Tuscany,Tuscan Blends,R,Tuscan Blends,,,"The 2016 Tignanello is an intense ruby red in color. On the nose, notes of ripered fruit harmoniously blend together with blackberries and wild berries; delicate and perfectly balanced with hints of vanilla, chocolate and spices. The palate is rich and vibrant with soft, elegant tannins that give the wine great complexity, finesse and balance, and a long and persistent finish.",,,,,,,524239
wine523065,2018 Hampton Water Rose,"Clean and fresh, with bursts of bright red fruit flavors (cherries, strawberries, and watermelon), balanced acidity, a touch of minerality and a long, dry and refreshing finish.",19.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/n6n5auufdb5jqauzp2cp.jpg",WH,,,Languedoc,Rosé,Ro,Rosé,,,"Clean and fresh, with bursts of bright red fruit flavors (cherries, strawberries, and watermelon), balanced acidity, a touch of minerality and a long, dry and refreshing finish.",,,,,,,523065
wine521940,2018 Rombauer Chardonnay,"Rombauer Vineyards was founded in 1982 by Koerner and Joan Rombauer and sits on a tree covered knoll overlooking the Napa Valley. The winery features caves that extend for over a mile into the hillside. The caves provide a constant temperature and humidity which result in optimum conditions for aging our wines. Rombauer wines are consistently ranked high in the wine trade journals. Many of the finest restaurants throughout the country include Rombauer wines on their list and feature them by the glass. The joy of wine is something that's important to Rombauer. Whether you are a collector of fine wines or like to have wine with food, wine is something that truly should be enjoyed. Rombauer Vineyards puts a lot of hard work and tender care into making drinkable wines. And because wine is a simple product to enjoy, emphasis is given to taking the mystique out of enjoying fine wines. Our emphasis on the joy of wine comes from the heritage of the Rombauer family. Koerner's ancestors made wine in the famous Rheingau region in Germany and his great aunt, Irma Rombauer, wrote the book The Joy of Cooking. Hence our focus on wine as complements to good food and good friends. Every family member is actively involved in the day to day operation of the winery from selecting grapes for the winemaking process and getting the wine to market.",39.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/zwn1txp5bbizmc3aupbq.jpg",TR,,,Carneros,Chardonnay,W,Chardonnay,,,"Rombauer Vineyards was founded in 1982 by Koerner and Joan Rombauer and sits on a tree covered knoll overlooking the Napa Valley. The winery features caves that extend for over a mile into the hillside. The caves provide a constant temperature and humidity which result in optimum conditions for aging our wines. Rombauer wines are consistently ranked high in the wine trade journals. Many of the finest restaurants throughout the country include Rombauer wines on their list and feature them by the glass. The joy of wine is something that's important to Rombauer. Whether you are a collector of fine wines or like to have wine with food, wine is something that truly should be enjoyed. Rombauer Vineyards puts a lot of hard work and tender care into making drinkable wines. And because wine is a simple product to enjoy, emphasis is given to taking the mystique out of enjoying fine wines. Our emphasis on the joy of wine comes from the heritage of the Rombauer family. Koerner's ancestors made wine in the famous Rheingau region in Germany and his great aunt, Irma Rombauer, wrote the book The Joy of Cooking. Hence our focus on wine as complements to good food and good friends. Every family member is actively involved in the day to day operation of the winery from selecting grapes for the winemaking process and getting the wine to market.",,,,,,,521940
wine517513,2016 Duckhorn Napa Valley Cabernet Sauvignon,"A classic expression of Napa Valley Cabernet, this wine combines beautiful complexity with rich intensity. Layers of blackberry, huckleberry and black currants are supported by firm, dusty tannins that frame the fruit. On the palate, it is juicy and bright, with luxurious cassis and dark berry flavors supported by notes of fig, cardamom, clove and cracked black pepper that linger on the long, well-structured finish.",69.99,"https://www.wine.com/product/images/w_480,h_600,c_pad,fl_progressive/upxevttwwncld9jw3ots.jpg",TR,,,Napa Valley,Cabernet Sauvignon,R,Cabernet Sauvignon,,,"A classic expression of Napa Valley Cabernet, this wine combines beautiful complexity with rich intensity. Layers of blackberry, huckleberry and black currants are supported by firm, dusty tannins that frame the fruit. On the palate, it is juicy and bright, with luxurious cassis and dark berry flavors supported by notes of fig, cardamom, clove and cracked black pepper that linger on the long, well-structured finish.",,,,,,,517513
